airline,product_name,route,booking_class,price_increase,rebate_ratio,office,remarks,valid_period,ticket_type,policy_identifier,policy_code
9H,4、 ,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,H/K/L/M/X/V/N/A/U/T(A1/U1/T1)(产品运价：SLCC）,,75+15,KMG319/KMG279,,3.溢价180元产品（增值类服务）适用航线：全航线；,,SLCC,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,15.0,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EFLA,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,15.0,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EFLB,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,0.0,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EFLC,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,0.0,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EFLD,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,30.0,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EGLA,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,50.0,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EGLB,
9H,6、贵宾优享机票产品,长安航空国内西安出港自营航线（代码共享航班除外）,H/K/L/M/X/V/N/A/U/T(A1/U1/T1) 产品代码：GBYX,,90.0,KMG319/KMG279,,产品权益：1.专属值机柜台(仅限西安机场E69-E70柜台)；2.西安机场贵宾室服务。,,GBYX,
9H,7、长安航空退改惠享机票产品,所有航线,H/K/L/M/X；  V/N/A/U/T（A1/U1/T1）,,10.0,KMG319/KMG279,,"1.起飞前48小时（含）外，首次改期享免费改期一次。（注：改期后客票不再享有起飞前48小时（含）外，免费改期一次的权益）
2.H/K/L/M/X/V/N/A/U/T（A1/U1/T1）舱免费托运行李额与订座舱位保持一致。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.客票变更手续费优惠（见自愿变更条款）。",,TGHA/TGHB,
9H,7、长安航空退改惠享机票产品,所有航线,H/K/L/M/X/V/N/A/U/T（含小舱位）,,25.0,KMG319/KMG279,,"1.起飞前48小时（含）外，首次改期享免费改期一次。（注：改期后客票不再享有起飞前48小时（含）外，免费改期一次的权益）
2.H/K/L/M/X/V/N/A/U/T（A1/U1/T1）舱免费托运行李额与订座舱位保持一致。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.客票变更手续费优惠（见自愿变更条款）。",,TGHC,
9H,7、长安航空退改惠享机票产品,所有航线,H/K/L/M/X/V/N/A/U/T（含小舱位）,,45.0,KMG319/KMG279,,"1.起飞前48小时（含）外，首次改期享免费改期一次。（注：改期后客票不再享有起飞前48小时（含）外，免费改期一次的权益）
2.H/K/L/M/X/V/N/A/U/T（A1/U1/T1）舱免费托运行李额与订座舱位保持一致。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.客票变更手续费优惠（见自愿变更条款）。",,TGHD,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X/V;   N/A/U/T (A1/U1/T1),,12.0,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXL1/LXL3,
9H,8、长安航空乐享优返机票产品,所有航线,V/N/A/U/T;   (A1/U1/T1),,30.0,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXY1/LXY3,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,50.0,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,50.0,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,50.0,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,50.0,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,（内容由AI生成，仅供参考）,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,50.0,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,海天无限基础政策,不含特殊航线的国内自营航线,Y/H/K，，L/M/X，V/N，A/U/T,,,,,"2026年3月29日至4月2日,4月8日至28日、5月8日至6月17日、6月23至30日",,,
9H,,,Y/H/K，，L/M/X，V/N，A/U/T,,,,,2026年4月3日至7日、6月18至22日,,,
9H,,,Y/H/K，，L/M/X，V/N，A/U/T,,,,,2026年4月29日至5月7日,,,
9H,,特殊航线,A/U/T,,,,,2026年3月29日-2026年4月28日、2026年5月8日-2026年6月10日,,,
9H,,,A/U/T,,,,,2026年3月18日-2026年6月30日,,,
9H,海天无限特殊航线政策,"西安-巴中
巴中-西安
西安-南阳
南阳-西安
通辽-海拉尔
海拉尔-通辽",A/U/T,,,,,2026/3/29-2026/4/28，2026/5/8-2026/06/10,,,
9H,,"宜昌-大连
大连-宜昌
长春-郑州
郑州-长春
凯里-海口
海口-凯里
西安-铜仁
铜仁-西安
井冈山-珠海
珠海-井冈山
西安-敦煌
西安-海拉尔
海拉尔-西安",A/U/T,,,,,"2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
3/29-4/2，4/5，4/8-4/28，5/8-6/10
3/29-3/30，4/1-4/5，4/7-4/28，5/8-6/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28:2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10",,,
9H,,"西安-巴中
巴中-西安
西安-南阳
南阳-西安
通辽-海拉尔
海拉尔-通辽",A/U/T,,,,,2026/3/29-2026/4/28，2026/5/8-2026/06/10,,,
9H,,"宜昌-大连
大连-宜昌
长春-郑州
郑州-长春
凯里-海口
海口-凯里
西安-铜仁
铜仁-西安
井冈山-珠海
珠海-井冈山
西安-敦煌
西安-海拉尔
海拉尔-西安",A/U/T,,,,,"2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
3/29-4/2，4/5，4/8-4/28，5/8-6/10
3/29-3/30，4/1-4/5，4/7-4/28，5/8-6/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28.2026/5/8-2026/06/10
2026/3/29-2026/4/28.2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10",,,
9H,,"珠海-西安
库尔勒-西安",T,,,,,2026/3/18-6/30,,,
9H,异航联程基础政策,不含特殊航线的国内自营航线,Y/H/K，，L/M/X，V/N，A/U/T,,,,,"2026年3月29日至4月2日,4月8日至28日、5月8日至6月17日、6月23至30日",,,
9H,,,Y/H/K，，L/M/X，V/N，A/U/T,,,,,4月3日至7日、6月18至22日,,,
9H,,,Y/H/K，，L/M/X，V/N，A/U/T,,,,,2026年4月29日至5月7日,,,
9H,,特殊航线,A/U/T,,,,,2026年3月29日-2026年4月28日，2026年5月8日-2026年6月10日,,,
9H,,,T,,,,,2026年3月18日-2026年6月30日,,,
HO,1、商旅优选,所有航线,E/Z/T/S/W/V/Q/H/U (160SL),160.0,100+按段,KMG319,4小时以前免费改签一次，会员客户享受1.5倍积分(9月1日后KMG279不享受政策）,有效,,160SL,
HO,2、公务优选,全国航线,E/Z/T/S/W/V/Q/H/U  (260SL),260.0,160.0,KMG319,"（一）航班起飞 4 小时（含）前：
自愿变更
免收变更手续费一次；升舱费照常收取，多不退少补。
（1）若改期后，仍在产品有效舱位范围内，则继续按照该产品直加运价出票，吉祥航空
仍将支付产品服务费。",有效,,260SL,
HO,商旅优选,全国航线(24年6月21号生效）,M/U/H/Q/V/W/S/T/Z/E  (400SL),400.0,240.0,KMG319,"（一）航班起飞 4 小时（含）前：
自愿变更
免收变更手续费一次；升舱费照常收取，多不退少补。
（1）若改期后，仍在产品有效舱位范围内，则继续按照该产品直加运价出票，吉祥航空
仍将支付产品服务费。",有效,,400SL,
HO,商旅优选,全国航线(24年6月21号生效）,M/U/H/Q/V/W/S/T/Z/E (500SL),500.0,300.0,KMG319,"（一）航班起飞 4 小时（含）前：
自愿变更
免收变更手续费一次；升舱费照常收取，多不退少补。
（1）若改期后，仍在产品有效舱位范围内，则继续按照该产品直加运价出票，吉祥航空
仍将支付产品服务费。",有效,,500SL,
HO,3、积分优选,所有航线 （不出这个产品）,M/U/H/Q/V/W/S/T/Z/E  运价代码：J2,30.0,15.0,KMG319,30J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,M/U/H/Q/V/W/S/T/Z/E  运价代码：J2,50.0,25.0,KMG319,50J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,M/U/H/Q/V/W/S/T/Z/E  运价代码：J2,100.0,50.0,KMG319,100J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,M/U/H/Q/V/W/S/T/Z/E  运价代码：J2,150.0,70.0,KMG319,150J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,200.0,90.0,KMG319,200J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,300.0,130.0,KMG319,300J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,450.0,200.0,KMG319,450J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,600.0,300.0,KMG319,600J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,800.0,350.0,KMG319,800J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,1000.0,400.0,KMG319,999J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,1000.0,400.0,KMG319,999J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,1000.0,400.0,KMG319,999J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,1000.0,400.0,KMG319,999J2,有效,,,
HO,（内容由AI生成，仅供参考）,所有航线 （不出这个产品）,U/H/Q/V/W/S/T/Z/E 运价代码：J2,1000.0,400.0,KMG319,999J2,有效,,,
G5,两舱类,B41   AB41优享公务舱,A,200.0,30.0,KMG319/KMG279,公务舱服务+赠月卡视频会员+华夏PLUS月卡,有效,,,
G5,两舱类,B42 AB401 超值公务舱,A,7天外(不含)-100,0.0,KMG319/KMG279,会员积分,有效,,,
G5,两舱类,B42 AB402 超值公务舱,A,4-7天(含)-50,0.0,KMG319/KMG279,会员积分,有效,,,
G5,两舱类,B11 AB1101 公务舱至尊积分套餐,A,800.0,350.0,KMG319/KMG279,公务舱服务+5000会员积分+代理人提供权益,有效,,,
G5,两舱类,B11 AB1102 公务舱至尊积分套餐,A,1200.0,500.0,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效,,,
G5,两舱类,B02 B0201 机+超经,I,Y*15%,30.0,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效,,,
G5,两舱类,B02 B0202 机+超经,I,Y*20%,90.0,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效,,,
G5,两舱类,B02  B0203 机+超经,I,Y*25%,150.0,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效,,,
G5,两舱类,B02  B0204 机+超经,I,Y*30%,200.0,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效,,,
G5,两舱类,B02  B0205 机+超经,I,Y*35%,260.0,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效,,,
G5,溢价类,所有航线：高舱高返,外放经济舱 A01 A0101,160.0,80.0,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效,,A0101,
G5,溢价类,所有航线：高舱高返,外放经济舱 A01 A0102,260.0,130.0,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效,,A0102,
G5,溢价类,所有航线：高舱高返,外放经济舱 A01 A0103,360.0,190.0,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效,,A0103,
G5,溢价类,所有航线：高舱高返,外放经济舱 A01 A0104,460.0,230.0,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效,,A0104,
G5,溢价类,所有航线：高舱高返,外放经济舱 A01 A0105,560.0,290.0,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效,,A0105,
G5,溢价类,所有航线：商务优行 ,V1舱以上 A09 ,跳舱差价,上浮金额*0.5,KMG319/KMG279,优先选座+会员积分+代理人提供权益,有效,,,
G5,权益类,所有航线,A05  外放经济舱,100.0,60.0,KMG319/KMG279,双倍会员积分+优先选座,有效,,,
G5,权益类,所有航线,A12  外放经济舱,68.0,20.0,KMG319/KMG279,4小时(含)外免改一次,有效,,,
G5,权益类,所有航线,B22 外放经济舱,160.0,40.0,KMG319/KMG279,出港休息室1次,有效,,,
G5,权益类,指定航线，按照文件操作,订U舱： A1101机+接送机,150.0,70.0,KMG319/KMG279,接/送机一次，出票后CTCM手机会自动收到验证码，服务商不明确,有效,,A1101,
G5,权益类,指定航线，按照文件操作,订U舱：A1102机+接送机,200.0,100.0,KMG319/KMG279,接/送机一次，出票后CTCM手机会自动收到验证码，服务商不明确,有效,,A1102,
G5,权益类,重庆两江经典游船票1张(重庆进出港航班适用),B51 外放经济舱,148.0,40.0,KMG319/KMG279,重庆两江经典游船票1张(重庆进出港航班适用),有效,,,
G5,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3101,120.0,12.0,KMG319/KMG279,会员积分500+PLUS月卡+优先选座+行李额,有效,,A3101,
G5,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3102,200.0,80.0,KMG319/KMG279,会员积分1000+PLUS月卡+优先选座+行李额,有效,,A3102,
G5,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3103,300.0,120.0,KMG319/KMG279,会品积分2000+PLUS月卡+优先选座+行李额,有效,,A3103,
G5,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识 A3104,400.0,150.0,KMG319/KMG279,会员积分3000+PLUS月卡+优先选座+行李额,有效,,A3104,
G5,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3105,500.0,240.0,KMG319/KMG279,会员积分4000+PLUS月卡+优先选座+行李颉,有效,,A3105,
G5,积分/行李类,机+20KG行李,订Z舱  运价标识：A31A,130.0,20.0,KMG319/KMG279,20KG托运行李额+会员积分,有效,,A31A,
G5,积分/行李类,机+20KG行李,订Z舱  运价标识：A31A,260.0,40.0,KMG319/KMG279,20KG托运行李额+会员积分,有效,,A31A,
G5,区域产品,助力复工(内蒙航线),M24  订：外放经济舱,80.0,50.0,KMG319/KMG279,代理人提供服务,有效,,,
G5,区域产品,尊享超经(内蒙航线),M33  订B舱,跳舱差价,上浮金额*0.5,KMG319/KMG279,超经座位+会员积分+代理人提供权益,有效,,,
G5,区域产品,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30.0,KMG319/KMG279,享“出新退旧”权益一次,有效,,,
G5,区域产品,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30.0,KMG319/KMG279,享“出新退旧”权益一次,有效,,,
G5,区域产品,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30.0,KMG319/KMG279,享“出新退旧”权益一次,有效,,,
G5,区域产品,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30.0,KMG319/KMG279,享“出新退旧”权益一次,有效,,,
G5,（内容由AI生成，仅供参考）,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30.0,KMG319/KMG279,享“出新退旧”权益一次,有效,,,
BK,1、S舱高返产品,所有航线,S舱，YGF01/*,80.0,50.0,KMG319/KMG279,航班起飞 48 小时《含) 前免变更手续费一次,有效,,YGF01,
BK,1、S舱高返产品,所有航线,S舱，CGF02/*,150.0,100.0,KMG319/KMG279,航班起飞 24 小时(含) 前免变更手续费一次(30KG 行李额),有效,,CGF02,
BK,1、S舱高返产品,所有航线,S舱，CGF03/*,280.0,180.0,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,CGF03,
BK,1、S舱高返产品,所有航线,S舱，CGF03/*,280.0,180.0,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,CGF03,
BK,1、S舱高返产品,所有航线,S舱，CGF03/*,280.0,180.0,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,CGF03,
BK,1、S舱高返产品,所有航线,S舱，CGF03/*,280.0,180.0,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,CGF03,
BK,（内容由AI生成，仅供参考）,所有航线,S舱，CGF03/*,280.0,180.0,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,CGF03,
BK,奥凯甄选,所有航线,不固定舱位，随外放开舱上浮,20.0,15.0,,运价获取指令：PAT:A,长期有效,,*/G1,
BK,,,,80.0,50.0,,,,,*/G2,
BK,,,,160.0,100.0,,,,,*/G3,
BK,,,,260.0,180.0,,,,,*/G4,
BK,,,,380.0,260.0,,,长期有效,,*/G5,
BK,高端经济舱,所有航线,W 舱，运价获取指令：PAT:A,100.0,,,800(含)公里以下,,,CZ2/*,
BK,,,,150.0,,,801 公里至 1500 公里(含),,,CZ3/*,
BK,,,,200.0,,,"1501 公里至 3000 公里
(含)",,,CZ4/*,
BK,,,,260.0,,,3001 公里及以上,,,CZ5/*,
BK,行李无忧,所有航线,P 舱、基础舱位：B/K/M/L/N/Q/E,150.0,15.0,,免费行李额度30KG,长期有效,,CX1/*,
BK,,,P 舱、基础舱位：U/T,180.0,18.0,,,,,CX2/*,
BK,,,D/O/Z/J/X/H,150.0,15.0,,免费行李额度20KG,,,YX1/*,
BK,,,,240.0,24.0,,免费行李额度30KG,,,CX3/*,
JR,1、幸福优享,所有线,订：N舱   B/H,30.0,,KMG319,运价标识：A23                                        1.价格为当日经济舱最低开放舱位基础上浮50元，但上浮后最高不得高于Y 舱全价价格。                                   2.旅客在航班规定离站时间48小时之前自愿变更的，可享受一次免收变更费,2022.3.26,,,
JR,1、幸福优享,所有线,订：N舱  M/R/V/T/S,25.0,,KMG319,运价标识：A23                                        1.价格为当日经济舱最低开放舱位基础上浮50元，但上浮后最高不得高于Y 舱全价价格。                                   2.旅客在航班规定离站时间48小时之前自愿变更的，可享受一次免收变更费,2022.3.26,,,
JR,1、幸福优享,所有线,订：N舱 L/J//W/X/G/I,20.0,,KMG319,运价标识：A23                                        1.价格为当日经济舱最低开放舱位基础上浮50元，但上浮后最高不得高于Y 舱全价价格。                                   2.旅客在航班规定离站时间48小时之前自愿变更的，可享受一次免收变更费,2022.3.26,,,
JR,2、幸福航空 超值经济舱D舱,所有线,订D:浮动Y舱,15.0,,KMG319,"1.经济舱前四排，优先选座
2.免费行李25KG
产品代码：A03",有效,,,
JR,2、幸福航空 超值经济舱D舱,所有线,订D:浮动B/H/M/R/V/T/S/L/J/W/X/G,50.0,,KMG319,"1.经济舱前四排，优先选座
2.免费行李25KG
产品代码：A03",有效,,,
JR,2、幸福航空 超值经济舱D舱,所有线,订D:浮动B/H/M/R/V/T/S/L/J/W/X/G,50.0,,KMG319,"1.经济舱前四排，优先选座
2.免费行李25KG
产品代码：A03",有效,,,
JR,2、幸福航空 超值经济舱D舱,所有线,订D:浮动B/H/M/R/V/T/S/L/J/W/X/G,50.0,,KMG319,"1.经济舱前四排，优先选座
2.免费行李25KG
产品代码：A03",有效,,,
JR,2、幸福航空 超值经济舱D舱,所有线,订D:浮动B/H/M/R/V/T/S/L/J/W/X/G,50.0,,KMG319,"1.经济舱前四排，优先选座
2.免费行李25KG
产品代码：A03",有效,,,
JR,（内容由AI生成，仅供参考）,所有线,订D:浮动B/H/M/R/V/T/S/L/J/W/X/G,50.0,,KMG319,"1.经济舱前四排，优先选座
2.免费行李25KG
产品代码：A03",有效,,,
GS,"1、超值经济舱
（国内 W）",所有线,"订W舱  
运价代码：GPYC1 无代理费",360/400,80.0,KMG319/KMG279/SZX146,"一、产品权益
（一）免费托运行李额20KG；超大手提行李（20×40×55）1件；
（二）精品餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心），后期餐食变更以我处下发业务提示为准；
（三）经济舱前三排座位；
（四）地面服务权益包括：专属值机柜台、贵宾休息室、优先登机；因各机场服务差异性，地面服务权益以机场现场实际保障为准；
（五）会员积分奖励：方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外赠送5积分/10元奖励，其它权益以海航统一要求为准；",有效,,,
GS,2、惠享商旅（Q舱）,所有线,订Q舱  代码QU/GPYH1，QU/HYLX1,100.0,80.0,KMG319/KMG279/SZX146,免费行李20KG,有效,,,
GS,2、惠享商旅（Q舱）,所有线,订Q舱  代码QU/GPYH1，QU/HYLX1,160.0,80.0,KMG319/KMG279/SZX146,免费行李20KG,有效,,,
GS,3、机票Plus（机+积分）,所有线,产品代码：GOOA1 订E舱：H/K/L/M/X,220.0,35.0,KMG319/KMG279/SZX146,（二）旅客乘机后，在原有金鹏积分的基础上，额外赠送1000积分（线下渠道）/1500积分（线上渠道）,有效,,,
GS,3、机票Plus（机+积分）,所有线,产品代码：GOOA1 订E舱：V/N/A/U/T/P,300.0,35.0,KMG319/KMG279/SZX146,（二）旅客乘机后，在原有金鹏积分的基础上，额外赠送1000积分（线下渠道）/1500积分（线上渠道）,有效,,,
GS,3、机票Plus（机+积分）,所有线,产品代码：GOOB1 订E舱：H/K/L/M/X,300.0,50.0,KMG319/KMG279/SZX146,（二）旅客乘机后，在原有金鹏积分的基础上，额外赠送1000积分（线下渠道）/1500积分（线上渠道）,有效,,,
GS,3、机票Plus（机+积分）,所有线,产品代码：GOOB1 订E舱：V/N/A/U/T/P,380.0,50.0,KMG319/KMG279/SZX146,（二）旅客乘机后，在原有金鹏积分的基础上，额外赠送1000积分（线下渠道）/1500积分（线上渠道）,有效,,,
GS,4、商旅经济E舱,所有线 ," 代码 GPYN1 净结 20 元；
GPYM1 无代理费                                        外放最低舱位为 X（含）以上
时，上浮 130 元；X 舱（不
含）以下时，上浮 170 元，
且 E 舱价格不得大于经济舱
公布普通票价",130.0,30.0,KMG319/KMG279/SZX146,"（一）经济舱餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心）；
（二）经济舱前三排座位；
（三）方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外享受2积分/10元奖励，定级权益以海航统一要求为准；
（四）免费托运行李额20KG；超大手提行李（20×40×55）1件； ",有效,,,
GS,5、天津航空会员乐享,"代码 GPYH1 净结 10 元；
代码 GPYJ1 后返 10 元；
GPYG1 无代理费",1.Q舱价格以该航班各渠道经济舱对外开放最低散客舱位（H/K/L/M/X/V/N/A/A1/U/U1/T/T1/P/P1）价格上浮                                             产品代码：HYLX1（线下渠道）,80.0,20.0,KMG319/KMG279/SZX146,"（一）金鹏会员积分：方案执行之日起，金鹏会员乘机可享受基础积分累积；
（二）额外积分奖励：可额外奖励500点金鹏会员积分；；",有效,,,
