airline,product_name,route,booking_class,price_increase,rebate_ratio,office,remarks,valid_period,ticket_type,policy_identifier,policy_code
EU,5、高舱高奖,所有航线,"适用舱位：Y/T/H/M/G/S/L/Q/E/V/R舱(适用于小舱位)                                           运价基础：
YAGC**##（**为公布舱位加价幅度，##为订座时即时开放的最低舱位对应的运价基础）",高舱-减低舱,0.6,,"营销服务费：该产品的营销服务费按照低舱与高舱票面价差额部分的60%给予销售代理。计算方法为：某航线Y舱运价基础上的**价基础上的小舱位计算方法同主舱位。
举例：若成都-厦门航线(Y舱运价2260元)，外放最低公布舱位为K舱，代理人定H舱，营销服务费计算则为：2260×45%×60%=610.2元（其中45为H舱和K舱的大概差额部分）。
（八）结算原则：有产品销量的渠道均结算营销服务费。",,ALL,,
HO,1、商旅优选,所有航线,E/Z/T/S/W/V/Q/H/U (160SL),160,100,KMG319,4小时以前免费改签一次，会员客户享受1.5倍积分(9月1日后KMG279不享受政策）,有效,ALL,,
HO,2、公务优选,全国航线,E/Z/T/S/W/V/Q/H/U  (260SL),260,160,,"（一）航班起飞 4 小时（含）前：
自愿变更
免收变更手续费一次；升舱费照常收取，多不退少补。
（1）若改期后，仍在产品有效舱位范围内，则继续按照该产品直加运价出票，吉祥航空
仍将支付产品服务费。",,ALL,,
HO,商旅优选,全国航线(24年6月21号生效）,M/U/H/Q/V/W/S/T/Z/E  (400SL),400,240,KMG319,,,ALL,,
HO,3、积分优选,所有航线 （不出这个产品）,M/U/H/Q/V/W/S/T/Z/E  运价代码：J2,30,15,KMG319,30J2,,ALL,,
HU,1、智选经济舱,所有航线,Q舱 上浮390元现返120元,390,120,KMG319/KMG279/CTU152/SZX146,"1、海航Q舱 智选经济舱
2、旅客可优先选择经济舱第1排及以后座位；
3、单独退票规则参照文件,客票变更及退票手续费优惠：",有效,ALL,,
HU,2、优选经济舱,所有航线,E舱 E舱上浮220元现返70元，上浮250元现返80元,220,70,,免费行李额20KG,,ALL,,
HU,2、优选经济舱,所有航线,E舱 E舱上浮220元现返70元，上浮250元现返80元,250,80,,免费行李额20KG,,ALL,,
HU,3、优享贵宾室,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2（运价标识：CVG1）,220,20,,北京/海口220元：40，杭州/乌鲁木齐/西安/168元/158元198元:30元，太原/深圳220元：20元（可在贵宾室休息至航班起飞前，凭登机牌）,,ALL,,
HU,3、优享贵宾室,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2（运价标识：CVG1）,168,30,,北京/海口220元：40，杭州/乌鲁木齐/西安/168元/158元198元:30元，太原/深圳220元：20元（可在贵宾室休息至航班起飞前，凭登机牌）,,ALL,,
HU,3、优享贵宾室,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2（运价标识：CVG1）,158,40,,北京/海口220元：40，杭州/乌鲁木齐/西安/168元/158元198元:30元，太原/深圳220元：20元（可在贵宾室休息至航班起飞前，凭登机牌）,,ALL,,
HU,3、优享贵宾室,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2（运价标识：CVG1）,220,20,,北京/海口220元：40，杭州/乌鲁木齐/西安/168元/158元198元:30元，太原/深圳220元：20元（可在贵宾室休息至航班起飞前，凭登机牌）,,ALL,,
HU,4、优享变更,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2          产品代码：CSU1,150,40,,"改期：代理人必须使用TRI指令自动变更，如系统提示无法使用TRI时，则退旧出新。严禁代理人手工修改FC/FN/FP/RMK CMS/RMK OT等项，违者将给予违规航段经济舱全价的处罚
退票：自愿退票：旅客选择自愿退票视为自动放弃“优享变更”产品权益，以票面价为基准，按定座舱位对应规则办理自愿退票，具体标准以我司现行多等级舱位客票使用条件规则为准",,ALL,,
HU,5、优享专车”产品,所有航线,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2                      产品代码：CTL1,100,20,,1.优享专车”机票产品，客票使用后的48小时内，额外获得一张100元面值神州专车券。                                2．自愿退票：旅客选择自愿退票视为自动放弃“优享专车”产品权益，以票面价为基准，按定座舱位对应规则办理自愿退票，具体标准以我司多等级舱位规则文件为准,,ALL,,
HU,6、优享代泊,,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2 产品代码：CSO1,180,30,,权益内容为：客票使用后的48小时内，额外获得一张国内机场代泊三日券，机场代泊车服务机场名录请见附件2；权益规则详见六、“优享代泊”内代泊车券权益兑付流程及规则                                               3.代泊车券适用有效期：旅客自收到券号之日起120天内有效。,,ALL,,
HU,7、优享积分”产品,所有航线,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2 （CYE1，CLE1，CLG1）,120,30,,800积分,2024年1月1日-2024年12月31日,ALL,,
HU,8、公务舱尊享专车”产品,所有航线,D/Z/I/R舱 CQC1,360,80,,一舱多价权益产品，旅客可根据自身需要选购溢价“尊享专车”产品。购买“尊享专车”产品的旅客获得指定城市至机场间始发或到达豪华车接/送机服务权益一次。,有效,ALL,,
HU,9、公务舱（尊享积分）,所有航线,D/Z/I/R舱  CVW1,360,80,,必须注册会员才能销售 2400积分,,ALL,,
HU,10、高舱高奖,"该产品在不同航线上的“净结+后返”溢价分成总比例最低为20%，最高则不超过36%，如未完成后返考核任务，仅可获得净结分成奖励,当外放最低散客舱位为K舱及以下舱时，选择向上预订Y/H/K/L/M/X舱",溢价区间,7,8,KMG319/KMG279/CTU152/SZX146,,,ALL,,
JD,1、增值经济舱Q舱,所有航线,Q舱  GQQ1,16,60,KMG319/KMG279/CTU152/SZX146,"权益:
-前排座位:经济舱前三排座位;()餐食权益:免费机上餐点一份行李权益:免费托运行李额20KG及1件手提行李(7KG20*40*55cm)
(四) Q无代金券
(五)地面权益:为旅客提供登机口优先登机服务(可享受城市: 北京大兴、西安青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六) 额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元: 定级航段为1。(七)自愿改期、退票手续费优惠:(八)免费提供行程单快递服务(仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",有效,ALL,,
JD,2、商旅优选Q舱,,Q PXQ1,0,10,,基于Q舱代理费上浮10元/段(70元/段）,,ALL,,
JD,3、超值经济舱W舱,,R-K 超值经济舱W(PCJ1),24,80,,"权益:
-前排座位:经济舱前三排座位(餐食权益:免费机上餐点一份:(三)行李权益:免费托运行李额20KG及1件手提行李(7KG,20*40*55cm)(四)50元国内机票代金券(仅限现官网、公众号、APP/H5等自有渠道购买旅客)(五)地面权益:旅客出行可享受专属值机柜台、优先登机、公务舱贵宾室及优先行李提取相关地面保障服务 (可享受城市: 北京大兴、西安、青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六)额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元; 定级航段为1(七)自愿改期、退票手续费优惠(八)免费提供行程单快递服务 (仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",,ALL,,
JD,4、“特惠行李”E,,E舱  PYE1（包含H/K/L/M/X//N/A/U/T/R 舱位。                                              航线：北京大兴进出港,50,10,,"免费托运行李额 20KG  PYE1；适用经
济舱舱位包含 H/K/L/M/X//N/A/U/T/R  及其子舱位；(单独退票规则，QQ已发政策群）",,ALL,,
JD,5、特惠行李E舱,,运价代码：PYE1,0,,,根据航段不同，溢价不同，提供20KG托运行李,,ALL,,
JD,6、商旅优选E舱,,运价标识：PXE1,0,10,,基于E舱代理费上浮10元/段,,ALL,,
JD,7、优享变更,,运价标识：PTGH1,150,,,外放溢价150元，提供免变更费服务权益,,ALL,,
JD,8、首悦经济舱 P 舱产品,,订P舱  PPC1/PPC3  （N-B）,2,0,,"免费托运行李额：参照下浮前原舱位规定（V\N 舱行李额为
0，其他舱位 10KG,如有运价调整，参见最新运价公布）；                                         4小时含以内100%，4小时-72小时85%，有单独文件客规，参照文件执行",,ALL,,
JD,9、超值公务舱,,订Z舱 （PYY1）,0,20,,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、服务同正价公务舱服务(地面、空中均适用);
3、代理费:20元/段;
4、行李:手提:2件、7KG/件:托运:30KG:
5、有消费积分。",,ALL,,
JD,10、空中公务舱I,所有航线,订I舱  （PLX1）,0,20,,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、机上享受公务舱服务，地面不享受;
3、代理费:20元/段;
4、行李:手提:2件、7KG/件;托运:30KG。
5、有消费积分。",,ALL,,
JD,11、首都航空畅行无忧“机+X”,所有航线  PAT:A#C@PAS1,B/H/K/L/M/X/V/N/N1/A/A1/U/U1/T/T1/S/S1/S2(产品代码：PYR1  ）,60,30,,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",,ALL,,
JD,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",170,50,,BSP：PAT:A#CPAS1/ GP:PAT:A#CPAS1/CGP/CC,,ALL,,
JD,13、倍多分积分溢价,所有航线,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",180,30,,PJF1   1200 积分,,ALL,,
JD,14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,300,100,,MGTA1,,ALL,,
JD,往返无忧,所有航线  直减,H/K/L/M/X/  PWF3,0.03,,,"提前天数：
需航班起飞前2天至12天内预订出票(不含起飞当天)销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",,ALL,,
GS,"1、超值经济舱
（国内 W）",所有线,"订W舱  
运价代码：GPYC1 无代理费",360,80,KMG319/KMG279/SZX146,"一、产品权益
（一）免费托运行李额20KG；超大手提行李（20×40×55）1件；
（二）精品餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心），后期餐食变更以我处下发业务提示为准；
（三）经济舱前三排座位；
（四）地面服务权益包括：专属值机柜台、贵宾休息室、优先登机；因各机场服务差异性，地面服务权益以机场现场实际保障为准；
（五）会员积分奖励：方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外赠送5积分/10元奖励，其它权益以海航统一要求为准；",有效,ALL,,
GS,"1、超值经济舱
（国内 W）",所有线,"订W舱  
运价代码：GPYC1 无代理费",400,80,KMG319/KMG279/SZX146,"一、产品权益
（一）免费托运行李额20KG；超大手提行李（20×40×55）1件；
（二）精品餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心），后期餐食变更以我处下发业务提示为准；
（三）经济舱前三排座位；
（四）地面服务权益包括：专属值机柜台、贵宾休息室、优先登机；因各机场服务差异性，地面服务权益以机场现场实际保障为准；
（五）会员积分奖励：方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外赠送5积分/10元奖励，其它权益以海航统一要求为准；",有效,ALL,,
GS,2、惠享商旅（Q舱）,所有线,订Q舱  代码QU/GPYH1，QU/HYLX1,100,,KMG319/KMG279/SZX146,免费行李20KG,,ALL,,
GS,3、机票Plus（机+积分）,所有线,产品代码：GOOA1 订E舱：H/K/L/M/X,220,35,,（二）旅客乘机后，在原有金鹏积分的基础上，额外赠送1000积分（线下渠道）/1500积分（线上渠道）,,ALL,,
GS,4、商旅经济E舱,所有线,"代码 GPYN1 净结 20 元；
GPYM1 无代理费                                        外放最低舱位为 X（含）以上
时，上浮 130 元；X 舱（不
含）以下时，上浮 170 元，
且 E 舱价格不得大于经济舱
公布普通票价",130,30,,"（一）经济舱餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心）；
（二）经济舱前三排座位；
（三）方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外享受2积分/10元奖励，定级权益以海航统一要求为准；
（四）免费托运行李额20KG；超大手提行李（20×40×55）1件；",,ALL,,
GS,5、天津航空会员乐享,"代码 GPYH1 净结 10 元；
代码 GPYJ1 后返 10 元；
GPYG1 无代理费",1.Q舱价格以该航班各渠道经济舱对外开放最低散客舱位（H/K/L/M/X/V/N/A/A1/U/U1/T/T1/P/P1）价格上浮                                             产品代码：HYLX1（线下渠道）,80,20,,"（一）金鹏会员积分：方案执行之日起，金鹏会员乘机可享受基础积分累积；
（二）额外积分奖励：可额外奖励500点金鹏会员积分；；",,ALL,,
GS,6、免改添翼,"MGTA1 上浮 300 ，
MGTB1 上浮 500 ，
MGTC1 上浮 700",K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,300,100,,"（一）旅客购买该产品后，在原舱位权益基础上，可额外享有在航班起飞 4 小时前（含）申请改期，可免收变更
费一次，差价正常收取。
（二）代理人销售此高于外放舱位的客票，即可获得额外跨舱代理费奖励，并鼓励代理人给旅客配属其他额外权
益。",,ALL,,
GS,7、海天无限,所有航线：产品代码：GHLC,Y 舱：0%； B/H/K 舱:7%； L/M/X 舱：10%; V/N/特价舱：12%,下浮,5,,行李额20kg，航变无忧退改等权益，天津航空所有授权签约代理人,,ALL,,
GS,8、优享商旅,所有航线,订舱E  联动H/K/L/M/X 产品代码：THEA1,330,150,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",,ALL,,
FU,1、高返政策,所有航线,W舱   标识：GFFC,300,150,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效,ALL,,
FU,2、机+X类溢价,所有航线（优享积分）,外放舱位：标识 FJFA,60,10,KMG319/KMG279/CTU152,额外400消费积分,,ALL,,
FU,3、传统溢价,超值经济舱,订:W舱   ZUNX,130,15,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",,ALL,,
GT,1、高舱高返,所有航线,订座舱位：B/H/K/L/M/X/V/N/Q/A/U/T（H舱-T舱：8.4折-2.6折）                                    运价标识：YGFC150/YGFC260/YGFC450,150,80,/,20KG托运行李额（一个季度产品销量2.5万元）,有效,ALL,,
GT,2、超值经济舱,所有航线,订D舱   （L舱-T舱：6.8折-2.6折）,200,40,,"1、20KG免费托运行李额
2、提前官网前排选座（具体可选座位以官网系统开放座位为准）
3、机上精品餐食一份
4、航班起飞前24小时外免费自愿退票或免费自愿同舱改期一次权益（免费退票和免费改期权益不能同时使用）。",,ALL,,
GT,3、超值经济舱W舱,所有航线,订W舱,300,40,,"1、免费行李20KG
2、航班起飞前4小时（含）外免费改期
3、经济舱前三排 ，专属值机柜台，指定贵宾休息室，优先登机",,ALL,,
GT,4、乐享经济舱,所有航线,订E舱  V舱-T舱：4.8折-2.6折,80,10,,10KG免费托运行李额,,ALL,,
GT,4、乐享经济舱,所有航线,订E舱  V舱-T舱：4.8折-2.6折,120,10,,10KG免费托运行李额,,ALL,,
UQ,特惠行李,所有航线,订E舱  运价标识：ECYJ V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4,100,20,KMG319/KMG279,"托运：20KG
手提：限一件， 体积不得超过 20*40*30 厘米， 重量不得超过 7 公斤",有效,ALL,,
UQ,特惠行李,所有航线,订E舱  运价标识：ECYJ V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4,120,20,KMG319/KMG279,"托运：20KG
手提：限一件， 体积不得超过 20*40*30 厘米， 重量不得超过 7 公斤",有效,ALL,,
UQ,超值积分,精品航线 额外积分加赠（400/800）,订E舱  JFA1/JFB1 V\N\Q/A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A/ PAT:A#C@JFB1,400,20,,"托运行李额： 20KG。
随身行李额： 体积不得超过 20*40*55 厘米， 重量不得超过 7 公斤。",,ALL,,
UQ,超值积分,精品航线 额外积分加赠（400/800）,订E舱  JFA1/JFB1 V\N\Q/A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A/ PAT:A#C@JFB1,800,50,,"托运行李额： 20KG。
随身行李额： 体积不得超过 20*40*55 厘米， 重量不得超过 7 公斤。",,ALL,,
UQ,积分乐享,H\K\L\M\X,订E舱  JFC1  _x0010_PAT:A#C@JFC1,60,20,,提供 20KG托运行李额，额外赠送400积分（加赠消费积分， 不作会员定级、 升保级使用）,,ALL,,
UQ,精品航线“智选经济舱”,所有航线,订W舱  H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4 运价标识：JPC1,160,20,,"（ 一） 优先登机服务。
（ 二） 客票变更手续费优惠（ 见退改签规定） 。
（ 三） 超大手提行李： 一件重量在 7 公斤（ 含） 以内， 体积不超过 20CM× 40CM× 55CM 的非托运行李。
（ 四） 基础消费积分： 10 元/10 积分。
（ 五） 额外积分奖励： 10 元/2 积分。 
（六）有单独的退票政策",,ALL,,
UQ,差异化航线“智选经济舱”,所有航线,订W舱  H/K/L/M/X  运价标识：WCCJ,160,20,,"（ 一） 优先登机服务。
（ 二） 客票变更手续费优惠（ 见退改签规定） 。
（ 三） 基础消费积分： 10 元/10 积分。
（ 四） 额外积分奖励： 10 元/2 积分。
（ 五） 免费托运行李额： 20KG。
（ 六） 超大手提行李： 一件重量在 7 公斤（ 含） 以内， 体积不超过 20CM× 40CM× 55CM。                              （七）有单独的退票政策",,ALL,,
UQ,优选公务舱,所有航线,I舱  Y/H/K/L/M/X/V/N/Q/A/U/T  运价标识：ICYJ,1500,50,,"（ 一） 享受公务舱座位。
（ 二） 为旅客提供专属值机柜台。
（ 三） 优先行李服务。
（ 四） 优先安检通道。
（ 五） 优先登机服务。
（ 六） 行李额。
1.随身行李额： 每人可以随身携带两件物品； 每件体积不得超过 20*40*55 厘米， 每件重量不得超过 7 公斤。
2.托运行李额： 30KG。
（ 七） 金鹏俱乐部在常旅客系统设置乌鲁木齐航空“优选公务舱” I 舱产品积分累积规则， 金鹏会员购买此产品乘机后，可享受获得常规消费积分奖励。
（ 八） 出票单位应在购票环节提示旅客， 如旅客非金鹏会员， 需在乘机前注册为金鹏会员， 否则影响积分累积。 在线注册渠道： 金鹏官网 ffp.hnair.com（ 支持手机端） ， 旅客实际成行后， 积分将自动累积至金鹏会员账户。航线YB<1500元，上浮Y35%;
1500元≤YB<2500元，上浮Y30%;
YB≥2500，上浮Y25%",,ALL,,
UQ,改期优享,所有航线                                     购买“改期优享” 产品的旅客， 可获赠该机票在航班计划出港时间前 24 小时（ 含） 以前， 免出行日期变更费的权益。有单独的退改签政策,订R舱  H/K/L/M/X  运价标识GQA1,90,30,,"托运：20KG
手提：限一件， 体积不得超过 20*40*30 厘米， 重量不得超过 7 公斤",,ALL,,
UQ,微积分,所有航线,H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A#C@WJF1  运价标识：WJF1,30,15,,金鹏会员购买该产品额外加赠 100 金鹏会员积分（本产品奖励积分为消费积分， 不作会员定级、 升保级使用）。乌鲁木齐航空国内自营航班（ 包机及乌鲁木齐航空为市场方的代码共享航班除外）,,ALL,,
9H,1、机+积分溢价,所有航线,H/K/L/M/X/V/N/A/U/T(A1/U1/T1) 运价标识：CJD1/CJH1/CJK1/CJL1,60,10,KMG319/KMG279,"额外获得消费积分:400积分/800积分/1200积分/1600积分
CJA1   1000积分
CJB1    2000积分
CJC1    3000积分",有效,ALL,CJD1,CJD1
9H,2、超值经济W舱,所有航线,订W舱：运价代码 WXJA/WXJB/WGCA/WGCB/WGCC,140,0,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。

地面服务：
1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；",,ALL,WXJB,WXJB
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",200,100,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,ALL,CFCA,CFCA
9H,4、,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,H/K/L/M/X/V/N/A/U/T(A1/U1/T1)(产品运价：SLCC）,180,75,,3.溢价180元产品（增值类服务）适用航线：全航线；,,ALL,SLCC,SLCC
9H,5、特惠行李E舱,,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,120,15,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,ALL,EFLA,EFLA
9H,6、贵宾优享机票产品,长安航空国内西安出港自营航线（代码共享航班除外）,H/K/L/M/X/V/N/A/U/T(A1/U1/T1) 产品代码：GBYX,180,90,,产品权益：1.专属值机柜台(仅限西安机场E69-E70柜台)；2.西安机场贵宾室服务。,,ALL,GBYX,GBYX
9H,7、长安航空退改惠享机票产品,所有航线,H/K/L/M/X；  V/N/A/U/T（A1/U1/T1）,75,10,KMG319/KMG279,"1.起飞前48小时（含）外，首次改期享免费改期一次。（注：改期后客票不再享有起飞前48小时（含）外，免费改期一次的权益）
2.H/K/L/M/X/V/N/A/U/T（A1/U1/T1）舱免费托运行李额与订座舱位保持一致。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.客票变更手续费优惠（见自愿变更条款）。",有效,ALL,TGHA/TGHB,TGHA/TGHB
9H,7、长安航空退改惠享机票产品,所有航线,H/K/L/M/X；  V/N/A/U/T（A1/U1/T1）,115,10,KMG319/KMG279,"1.起飞前48小时（含）外，首次改期享免费改期一次。（注：改期后客票不再享有起飞前48小时（含）外，免费改期一次的权益）
2.H/K/L/M/X/V/N/A/U/T（A1/U1/T1）舱免费托运行李额与订座舱位保持一致。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.客票变更手续费优惠（见自愿变更条款）。",有效,ALL,TGHA/TGHB,TGHA/TGHB
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X/V;   N/A/U/T (A1/U1/T1),30,12,KMG319/KMG279,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,适用航班日期：2025年10月21日16:00（含）起,ALL,LXL1/LXL3,LXL1/LXL3
BK,1、S舱高返产品,所有航线,S舱，YGF01/*,80,50,KMG319/KMG279,航班起飞 48 小时《含) 前免变更手续费一次,有效,ALL,,
GJ,1、商务优行,s,Z/U/V/G/Q/P/L/H/B (运价标识：YYX),差价,0.6,KMG319/KMG279/CTU152,"选择任意高于外放舱位，带有YYX代码的运价，订高舱减低舱差价*60%,运价代码：运价代码：VYX10Z",有效,ALL,,
GJ,2、尊享优+,所有航线（产品代码：ZXY）,B/H/L/Q/V/U,180,110,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805

4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,ALL,,
GJ,3、轻松驿客                   （休息室）,全国  产品代码：VL,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,150,70,KMG319/KMG279/CTU152,舱位+VL+150,有效,ALL,,
GJ,4、积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),40,20,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,ALL,,
GJ,5、多段有礼,所有航线,Y-I 舱（ 含子舱位， 不含 11/12/13)产品运价LDCP 订座舱位对应运价基础+LDCP+下浮比例,3,,KMG319/KMG279/CTU152,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。",有效,ALL,,
GJ,6、TMC,所有航线,外放舱位 运价代码：*TMC+上浮金额,180,126,KG319,,有效,ALL,,
GJ,7、云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,,KMG319,云南同邦TMC                                                               PAT A#CDKH300759,,ALL,,
A6,1、G舱星享经济舱,所有航线,订G舱：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位,150,50,KMG319/KMG279,"1、舱位：G
2、产品名称：星享经济舱
3、产品标签：“首排座位”、“优先登机”
4、产品说明：可享受经济舱第一排宽距座位、优先登机、空中
服务、机上矿泉水一瓶、毛毯一条、靠枕一个；享受免费托运行李额
20KG。非自愿签转规则：该客票如发生不正常航班，如需签转可签转
至协议航司普通经济舱。",有效,ALL,GGFA150,GGFA150
A6,2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",150,90,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费 改期权益
2.20KG 免费托运行李额
3.参照湖南航空股份有限公司国内客票使用条件（2022 年 3 月版）执行。",,ALL,XRYA15S,XRYA15S
A6,3、“优享行李”产品,所有航线,订X舱 关联舱位：A/I/R/J/K/M/L/Q/O 及其子舱位 （XYHA60和XYHA100）,60,0,,"1.免费行李20KG
2.订座舱位＋YHA50，订座舱位＋YHA80
3.在客票有效期内，客票退改签按照湖南航空股份有限公司国内客票使用条件（最新版）执行",,ALL,,
